Strike,Type,OI,Volume,GEX,Vanna,DEX,Charm
28120.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0
28110.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0
30110.0,Call,10.0,10.0,-294344.89421154157,-110.10349442568945,-104652.9954839198,-272489.42820710037
30090.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0
30090.0,Call,3.0,6.0,-103843.3223356041,-37.38423987142281,-38076.933453076796,-92683.43214998416
28860.0,Put,6.0,6.0,-308654.4210502404,75.62972580143932,285922.6001083873,366883.6576402703
28870.0,Put,0.0,0.0,-0.0,0.0,0.0,0.0
29850.0,Call,105.0,150.0,-15383624.423329446,-2799.4388622605925,-9578098.54719912,-7575874.1426926665
31000.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0
30800.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0
28850.0,Call,5.0,0.0,-250996.4820803003,62.14293094523546,-2723542.5450575612,303087.39659327193
28450.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0
29575.0,Put,21.0,40.0,-4432970.00257802,-43.03780092631307,6422654.325506561,-136501.66856030686
30700.0,Call,5.0,5.0,-458.49860766015235,-0.32353288854499956,-103.85320225765311,-869.4858128058434
29350.0,Call,41.0,6.0,-6439917.452336955,621.7086378822132,-17245212.09297145,2257853.3952597976
28225.0,Call,1.0,0.0,-13940.261480989067,4.855903469382043,-577339.0752569584,32071.62303210003
29350.0,Put,41.0,57.0,-6439917.45233721,621.7086378822744,6989642.836490366,2254533.552118868
28475.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0
28600.0,Put,53.0,62.0,-1511686.6979128052,449.63087860845826,1398509.871313954,2477661.739690568
28600.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0
29425.0,Put,11.0,13.0,-1972623.0237183692,127.17267880696161,2297429.1037450824,439591.4962797791
29910.0,Call,86.0,95.0,-9814016.5166078,-2206.6917227186323,-5274315.3982933685,-5817350.177182327
29980.0,Call,22.0,22.0,-1662981.4627141426,-468.70081779534405,-737900.8761056385,-1179819.9434549706
29210.0,Call,4.0,0.0,-469358.2665322925,70.88630275017374,-1907918.5730911444,276558.80837599875
29870.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0
29870.0,Call,21.0,50.0,-2851115.0440259157,-560.9349389221051,-1679768.971917552,-1499406.235711735
29880.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0
29000.0,Call,13.0,2.0,-932386.6170275403,195.29652650424424,-6798327.313927399,884627.4227314279
29575.0,Call,35.0,27.0,-7388283.337629958,-71.72966821052044,-9983866.917598974,-224668.76849638496
29550.0,Put,33.0,63.0,-6894271.443268993,25.15191140926057,9504979.050068598,78818.68632075636
28700.0,Call,4.0,4.0,-140125.66597540586,39.493015939551725,-2237417.2120881607,205682.2852867255
29800.0,Put,17.0,18.0,-2913710.757274343,-431.40582226551555,7995635.274251016,-1192278.3261968477
30650.0,Call,23.0,23.0,-2820.39410783703,-1.9566438314372456,-631.3885456381978,-5118.332224767433
30300.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0
30350.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0
29370.0,Call,1.0,1.0,-162981.61540454338,14.375607831428692,-410961.3863696067,51602.74113422164
29430.0,Put,4.0,6.0,-723362.4168220755,45.032009135499884,846487.3931499387,155072.96292401955
29460.0,Put,5.0,6.0,-949774.6656490748,46.23880015701366,1144112.299529228,155389.2079429356
29470.0,Put,20.0,21.0,-3858231.0016858415,169.82563846757165,4696633.586450563,565975.9972057091
29570.0,Put,21.0,45.0,-4424521.3018718045,-31.031299714120554,6347199.336860549,-98896.7096258943
28860.0,Call,3.0,0.0,-154327.2105251039,37.81486290071997,-1630320.7679552683,183684.7441718981
29720.0,Put,6.0,8.0,-1206895.5343495826,-115.13569784235017,2487690.1590746585,-331777.26591866027
29730.0,Call,16.0,20.0,-3175149.8965108357,-323.5442255663631,-2704183.8724306063,-924886.9018181441
28470.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0
28540.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0
