Strike,Type,OI,Volume
29030.0,Put,5.0,7.0
28575.0,Call,0.0,0.0
28560.0,Put,2.0,2.0
30090.0,Call,4.0,4.0
30110.0,Call,1.0,2.0
28460.0,Call,0.0,0.0
28460.0,Put,136.0,129.0
28440.0,Call,0.0,0.0
28325.0,Put,16.0,11.0
28275.0,Call,0.0,0.0
28225.0,Put,13.0,11.0
28380.0,Call,0.0,0.0
27810.0,Put,4.0,4.0
27920.0,Put,2.0,4.0
28080.0,Call,0.0,0.0
28880.0,Call,0.0,0.0
28890.0,Call,0.0,0.0
28890.0,Put,7.0,7.0
29080.0,Call,0.0,0.0
29170.0,Put,2.0,4.0
27910.0,Call,0.0,0.0
27960.0,Call,0.0,0.0
28090.0,Put,9.0,9.0
28370.0,Put,11.0,3.0
28930.0,Put,5.0,3.0
29080.0,Put,5.0,7.0
29330.0,Call,18.0,29.0
27980.0,Call,0.0,0.0
27990.0,Put,4.0,3.0
28060.0,Call,0.0,0.0
28430.0,Call,0.0,0.0
28770.0,Put,11.0,3.0
28120.0,Call,0.0,0.0
28420.0,Call,0.0,0.0
28780.0,Put,6.0,6.0
28810.0,Put,4.0,6.0
28820.0,Put,6.0,26.0
27810.0,Call,0.0,0.0
27820.0,Put,4.0,3.0
28325.0,Call,0.0,0.0
28425.0,Put,19.0,6.0
29075.0,Put,64.0,20.0
28025.0,Call,0.0,0.0
28975.0,Call,4.0,2.0
27925.0,Put,6.0,5.0
28400.0,Put,922.0,2053.0
28220.0,Call,0.0,0.0
27890.0,Call,0.0,0.0
27990.0,Call,0.0,0.0
28920.0,Put,4.0,6.0
28700.0,Put,194.0,614.0
28875.0,Put,15.0,20.0
29500.0,Put,76.0,242.0
29900.0,Put,3.0,2.0
30000.0,Put,23.0,0.0
30550.0,Put,0.0,0.0
30550.0,Call,51.0,29.0
29750.0,Put,16.0,12.0
29750.0,Call,54.0,201.0
28850.0,Put,38.0,54.0
27850.0,Put,32.0,26.0
30450.0,Call,9.0,2.0
30500.0,Call,257.0,107.0
29900.0,Call,35.0,60.0
29950.0,Call,18.0,46.0
29100.0,Put,84.0,100.0
29600.0,Put,25.0,43.0
29000.0,Call,11.0,8.0
28800.0,Put,214.0,398.0
29525.0,Put,2.0,1.0
27875.0,Call,0.0,0.0
28675.0,Call,0.0,0.0
29300.0,Call,67.0,184.0
28150.0,Put,58.0,30.0
29350.0,Put,61.0,121.0
28125.0,Put,5.0,5.0
29800.0,Call,128.0,456.0
30250.0,Put,0.0,0.0
29025.0,Call,1.0,1.0
29200.0,Call,34.0,87.0
28100.0,Put,241.0,302.0
28050.0,Call,0.0,0.0
27950.0,Call,3.0,0.0
27800.0,Call,3.0,0.0
28150.0,Call,4.0,0.0
29550.0,Call,32.0,66.0
29600.0,Call,210.0,272.0
28050.0,Put,219.0,245.0
29150.0,Put,31.0,51.0
28525.0,Put,16.0,16.0
29125.0,Put,30.0,67.0
29125.0,Call,10.0,7.0
28800.0,Call,10.0,7.0
28750.0,Put,136.0,244.0
30275.0,Call,6.0,6.0
29775.0,Call,12.0,6.0
30700.0,Call,24.0,0.0
29825.0,Call,17.0,6.0
29100.0,Call,49.0,53.0
28850.0,Call,37.0,17.0
29410.0,Call,1.0,2.0
29380.0,Put,4.0,14.0
29410.0,Put,1.0,2.0
29380.0,Call,1.0,2.0
29390.0,Put,1.0,1.0
29440.0,Call,8.0,17.0
29440.0,Put,1.0,2.0
29420.0,Call,890.0,1237.0
30025.0,Call,10.0,3.0
29875.0,Put,0.0,0.0
30075.0,Put,1.0,0.0
29975.0,Call,7.0,8.0
29480.0,Put,2.0,1.0
29470.0,Call,8.0,17.0
29640.0,Call,8.0,7.0
29040.0,Put,2.0,8.0
28260.0,Put,1.0,2.0
28660.0,Put,3.0,3.0
28640.0,Call,0.0,0.0
28670.0,Call,0.0,0.0
28680.0,Call,0.0,0.0
28570.0,Call,0.0,0.0
28570.0,Put,5.0,5.0
28590.0,Call,0.0,0.0
27880.0,Put,4.0,4.0
28280.0,Put,12.0,4.0
28270.0,Call,0.0,0.0
28210.0,Put,4.0,4.0
27860.0,Put,28.0,30.0
27840.0,Put,29.0,29.0
27840.0,Call,0.0,0.0
27890.0,Put,6.0,6.0
27860.0,Call,0.0,0.0
28940.0,Call,0.0,0.0
28960.0,Put,6.0,6.0
28970.0,Put,9.0,18.0
29070.0,Put,9.0,10.0
29190.0,Call,8.0,9.0
29320.0,Put,11.0,23.0
29370.0,Put,0.0,0.0
29430.0,Put,5.0,8.0
29420.0,Put,7.0,11.0
29570.0,Put,0.0,0.0
29430.0,Call,14.0,18.0
29660.0,Call,22.0,8.0
29670.0,Call,2.0,6.0
29540.0,Call,9.0,21.0
29580.0,Put,1.0,1.0
29590.0,Call,18.0,29.0
29475.0,Call,21.0,28.0
29460.0,Call,15.0,23.0
29470.0,Put,14.0,4.0
29030.0,Call,0.0,0.0
28170.0,Put,3.0,3.0
28180.0,Put,3.0,3.0
28160.0,Put,16.0,0.0
28140.0,Call,0.0,0.0
28140.0,Put,2.0,4.0
28590.0,Put,5.0,0.0
28280.0,Call,0.0,0.0
28320.0,Put,16.0,10.0
28320.0,Call,0.0,0.0
28190.0,Put,8.0,6.0
28230.0,Call,0.0,0.0
28260.0,Call,0.0,0.0
28270.0,Put,3.0,1.0
27825.0,Put,9.0,10.0
27830.0,Call,0.0,0.0
27830.0,Put,8.0,3.0
30100.0,Put,0.0,0.0
29660.0,Put,2.0,2.0
30210.0,Put,0.0,0.0
28720.0,Call,0.0,0.0
29610.0,Put,3.0,9.0
29540.0,Put,7.0,1.0
29460.0,Put,1.0,0.0
29425.0,Put,10.0,10.0
29275.0,Put,16.0,30.0
30080.0,Put,0.0,0.0
30080.0,Call,8.0,8.0
30070.0,Call,4.0,4.0
30180.0,Put,0.0,0.0
30210.0,Call,1.0,1.0
30050.0,Put,0.0,0.0
29450.0,Put,38.0,61.0
28010.0,Put,9.0,9.0
28175.0,Put,3.0,2.0
28170.0,Call,0.0,0.0
28075.0,Call,0.0,0.0
28710.0,Put,9.0,10.0
28670.0,Put,6.0,8.0
28580.0,Put,5.0,6.0
28000.0,Put,224.0,376.0
28010.0,Call,0.0,0.0
28175.0,Call,0.0,0.0
30190.0,Call,5.0,5.0
30220.0,Put,0.0,0.0
30180.0,Call,3.0,3.0
30190.0,Put,0.0,0.0
30650.0,Call,9.0,1.0
30320.0,Put,0.0,0.0
30310.0,Call,1.0,2.0
30330.0,Call,0.0,0.0
30320.0,Call,0.0,0.0
30280.0,Call,5.0,7.0
30070.0,Put,0.0,0.0
30130.0,Put,0.0,0.0
30230.0,Call,3.0,3.0
30060.0,Put,0.0,0.0
30130.0,Call,3.0,4.0
30090.0,Put,0.0,0.0
29690.0,Call,8.0,9.0
29770.0,Call,30.0,32.0
28480.0,Call,0.0,0.0
28490.0,Put,29.0,22.0
28490.0,Call,0.0,0.0
29850.0,Put,1.0,0.0
30340.0,Put,0.0,0.0
30325.0,Call,0.0,0.0
30310.0,Put,0.0,0.0
30290.0,Put,0.0,0.0
30240.0,Call,0.0,0.0
30270.0,Put,0.0,0.0
30260.0,Put,0.0,0.0
30400.0,Put,0.0,0.0
30230.0,Put,0.0,0.0
30175.0,Put,0.0,0.0
30140.0,Put,0.0,0.0
29925.0,Put,1.0,0.0
27925.0,Call,0.0,0.0
27975.0,Put,6.0,3.0
30270.0,Call,6.0,10.0
30240.0,Put,0.0,0.0
30280.0,Put,0.0,0.0
30260.0,Call,5.0,9.0
30160.0,Call,2.0,2.0
27910.0,Put,0.0,0.0
28370.0,Call,0.0,0.0
29200.0,Put,47.0,120.0
28000.0,Call,1.0,1.0
29850.0,Call,19.0,39.0
29700.0,Put,27.0,15.0
30250.0,Call,6.0,8.0
30225.0,Put,0.0,0.0
30225.0,Call,7.0,5.0
30275.0,Put,0.0,0.0
29825.0,Put,0.0,0.0
29775.0,Put,3.0,0.0
29725.0,Call,90.0,545.0
29625.0,Put,5.0,1.0
29675.0,Call,15.0,15.0
29675.0,Put,2.0,1.0
28900.0,Put,178.0,221.0
28350.0,Call,1.0,0.0
28400.0,Call,9.0,0.0
28950.0,Call,6.0,2.0
29375.0,Put,17.0,26.0
30350.0,Put,0.0,0.0
30350.0,Call,76.0,37.0
30300.0,Put,0.0,0.0
29025.0,Put,23.0,13.0
28975.0,Put,8.0,11.0
28875.0,Call,4.0,3.0
30400.0,Call,14.0,2.0
30050.0,Call,23.0,9.0
29190.0,Put,12.0,18.0
29210.0,Call,3.0,8.0
27875.0,Put,46.0,50.0
28025.0,Put,17.0,6.0
30075.0,Call,11.0,12.0
28220.0,Put,1.0,1.0
28240.0,Put,6.0,2.0
28870.0,Call,1.0,1.0
29340.0,Put,0.0,0.0
29400.0,Call,191.0,391.0
29450.0,Call,58.0,109.0
28360.0,Put,26.0,28.0
27825.0,Call,0.0,0.0
28125.0,Call,0.0,0.0
29425.0,Call,31.0,71.0
29350.0,Call,58.0,173.0
29575.0,Call,70.0,16.0
28020.0,Call,0.0,0.0
28040.0,Call,0.0,0.0
28180.0,Call,0.0,0.0
28930.0,Call,0.0,0.0
28810.0,Call,0.0,0.0
28950.0,Put,24.0,39.0
30000.0,Call,166.0,220.0
