Strike,Type,OI,Volume
4600.0,Put,67.0,30.0
4355.0,Call,0.0,0.0
4355.0,Put,0.0,0.0
4710.0,Call,9.0,10.0
4510.0,Put,80.0,80.0
4320.0,Put,0.0,0.0
4565.0,Put,0.0,0.0
4535.0,Call,0.0,0.0
4530.0,Put,0.0,0.0
4490.0,Call,0.0,0.0
4430.0,Call,0.0,0.0
4405.0,Call,0.0,0.0
4725.0,Call,14.0,6.0
4730.0,Put,0.0,0.0
4720.0,Put,0.0,0.0
4505.0,Call,0.0,0.0
4390.0,Put,0.0,0.0
4685.0,Put,27.0,28.0
4580.0,Put,2.0,3.0
4565.0,Call,0.0,0.0
4485.0,Put,0.0,0.0
4770.0,Put,0.0,0.0
4755.0,Put,0.0,0.0
4730.0,Call,41.0,83.0
4400.0,Put,28.0,1.0
4445.0,Call,0.0,0.0
4480.0,Call,0.0,0.0
4365.0,Call,0.0,0.0
4705.0,Call,29.0,31.0
4745.0,Call,0.0,0.0
4330.0,Put,0.0,0.0
4390.0,Call,0.0,0.0
4325.0,Call,0.0,0.0
4550.0,Put,41.0,11.0
4700.0,Put,14.0,4.0
4450.0,Call,0.0,0.0
4675.0,Call,1.0,2.0
4750.0,Put,4.0,1.0
4475.0,Put,6.0,0.0
4525.0,Put,8.0,1.0
4575.0,Put,13.0,4.0
4375.0,Put,4.0,0.0
4475.0,Call,0.0,0.0
4360.0,Put,0.0,0.0
4460.0,Call,0.0,0.0
4460.0,Put,0.0,0.0
4455.0,Call,0.0,0.0
4335.0,Put,0.0,0.0
4430.0,Put,0.0,0.0
4415.0,Put,0.0,0.0
4420.0,Put,0.0,0.0
4540.0,Call,0.0,0.0
4545.0,Put,0.0,0.0
4545.0,Call,0.0,0.0
4555.0,Put,1.0,0.0
4555.0,Call,0.0,0.0
4610.0,Call,0.0,0.0
4580.0,Call,0.0,0.0
4745.0,Put,0.0,0.0
4510.0,Call,0.0,0.0
4515.0,Put,0.0,0.0
4495.0,Put,0.0,0.0
4380.0,Call,0.0,0.0
4370.0,Put,0.0,0.0
4380.0,Put,0.0,0.0
4370.0,Call,0.0,0.0
4365.0,Put,0.0,0.0
4725.0,Put,4.0,1.0
4550.0,Call,0.0,0.0
4625.0,Call,1.0,0.0
4755.0,Call,2.0,2.0
4720.0,Call,24.0,12.0
4760.0,Call,0.0,0.0
4645.0,Call,0.0,0.0
4415.0,Call,0.0,0.0
4585.0,Put,1.0,0.0
4420.0,Call,0.0,0.0
4440.0,Put,0.0,0.0
4450.0,Put,17.0,2.0
4520.0,Call,0.0,0.0
4540.0,Put,3.0,0.0
4385.0,Call,0.0,0.0
4400.0,Call,0.0,0.0
4700.0,Call,140.0,79.0
