Strike,Type,OI,Volume
28590.0,Put,11.0,49.0
28670.0,Put,19.0,66.0
27890.0,Put,6.0,3.0
27820.0,Put,13.0,1.0
27810.0,Call,8.0,0.0
28520.0,Call,3.0,11.0
28490.0,Call,7.0,9.0
28625.0,Put,29.0,86.0
28590.0,Call,14.0,8.0
28770.0,Call,23.0,59.0
28840.0,Call,29.0,51.0
28775.0,Call,23.0,38.0
27800.0,Put,107.0,74.0
27910.0,Call,17.0,0.0
28425.0,Put,32.0,62.0
28410.0,Put,18.0,42.0
28050.0,Call,28.0,3.0
29150.0,Put,1.0,0.0
28620.0,Put,18.0,53.0
28510.0,Put,4.0,3.0
28080.0,Put,21.0,12.0
28380.0,Put,38.0,76.0
28470.0,Call,13.0,11.0
27980.0,Put,51.0,48.0
27980.0,Call,10.0,0.0
27830.0,Call,7.0,2.0
27870.0,Call,6.0,0.0
27890.0,Call,7.0,1.0
27825.0,Call,36.0,10.0
29250.0,Put,0.0,0.0
28500.0,Call,165.0,21.0
29500.0,Put,0.0,0.0
28700.0,Put,280.0,532.0
28025.0,Put,31.0,32.0
28700.0,Call,219.0,202.0
28150.0,Call,62.0,4.0
28350.0,Call,62.0,6.0
28000.0,Put,195.0,339.0
28250.0,Put,64.0,124.0
28500.0,Put,511.0,652.0
30000.0,Put,1.0,0.0
27900.0,Put,103.0,71.0
29500.0,Call,319.0,90.0
28100.0,Put,111.0,97.0
27800.0,Call,87.0,39.0
27900.0,Call,104.0,0.0
28550.0,Put,73.0,125.0
29250.0,Call,78.0,37.0
28400.0,Put,234.0,406.0
28450.0,Call,54.0,7.0
28350.0,Put,95.0,133.0
28200.0,Put,164.0,275.0
27950.0,Call,76.0,16.0
27950.0,Put,40.0,34.0
28600.0,Call,159.0,136.0
28100.0,Call,94.0,6.0
28150.0,Put,49.0,79.0
28025.0,Call,47.0,1.0
28450.0,Put,49.0,90.0
28200.0,Call,46.0,3.0
28010.0,Call,5.0,0.0
29100.0,Call,64.0,129.0
28310.0,Call,28.0,69.0
27880.0,Put,0.0,0.0
27940.0,Call,3.0,0.0
28225.0,Put,5.0,7.0
28220.0,Call,0.0,0.0
28620.0,Call,45.0,47.0
28670.0,Call,21.0,46.0
30500.0,Call,296.0,50.0
27830.0,Put,21.0,1.0
28530.0,Call,12.0,7.0
28610.0,Call,61.0,11.0
28640.0,Put,25.0,55.0
28640.0,Call,37.0,27.0
28430.0,Put,27.0,68.0
28430.0,Call,3.0,5.0
28530.0,Put,35.0,41.0
28580.0,Call,12.0,4.0
27850.0,Put,78.0,35.0
27975.0,Call,20.0,0.0
27975.0,Put,9.0,5.0
28320.0,Put,18.0,37.0
28380.0,Call,4.0,3.0
28390.0,Call,3.0,6.0
28850.0,Put,116.0,269.0
28550.0,Call,92.0,3.0
28075.0,Put,22.0,12.0
28230.0,Call,0.0,0.0
28280.0,Call,3.0,1.0
28225.0,Call,2.0,0.0
28000.0,Call,221.0,21.0
28290.0,Call,10.0,1.0
28510.0,Call,5.0,8.0
28520.0,Put,15.0,21.0
28525.0,Put,118.0,327.0
27825.0,Put,23.0,0.0
28750.0,Call,96.0,286.0
28300.0,Put,412.0,560.0
29200.0,Call,52.0,90.0
