Strike,Type,OI,Volume
29380.0,Call,9.0,108.0
28330.0,Put,6.0,47.0
28320.0,Put,11.0,22.0
29230.0,Put,9.0,172.0
28320.0,Call,0.0,0.0
28825.0,Call,28.0,2.0
28875.0,Put,24.0,72.0
28850.0,Put,76.0,197.0
30190.0,Call,0.0,6.0
29975.0,Call,22.0,7.0
29975.0,Put,0.0,0.0
29970.0,Call,0.0,12.0
29980.0,Put,0.0,0.0
29960.0,Call,37.0,0.0
29970.0,Put,0.0,0.0
29530.0,Put,2.0,98.0
29520.0,Call,0.0,303.0
28890.0,Put,39.0,38.0
29890.0,Call,3.0,24.0
30150.0,Put,0.0,0.0
30140.0,Call,0.0,0.0
29960.0,Put,0.0,0.0
29930.0,Call,0.0,3.0
29590.0,Put,0.0,1.0
29540.0,Put,3.0,39.0
29520.0,Put,3.0,112.0
28770.0,Call,4.0,1.0
28980.0,Put,21.0,57.0
28880.0,Put,12.0,61.0
28670.0,Put,53.0,47.0
28640.0,Call,0.0,0.0
28480.0,Put,3.0,11.0
28270.0,Put,3.0,15.0
28230.0,Call,0.0,0.0
29830.0,Call,13.0,11.0
29790.0,Put,0.0,0.0
29380.0,Put,11.0,230.0
29230.0,Call,10.0,67.0
28375.0,Put,27.0,8.0
28950.0,Put,46.0,193.0
29325.0,Call,17.0,216.0
28775.0,Put,12.0,61.0
28825.0,Put,91.0,347.0
29350.0,Call,54.0,886.0
28775.0,Call,11.0,0.0
29370.0,Put,2.0,138.0
29240.0,Put,20.0,226.0
29220.0,Call,20.0,41.0
29120.0,Call,32.0,73.0
30700.0,Put,0.0,0.0
30650.0,Put,0.0,0.0
28625.0,Put,19.0,9.0
28200.0,Call,19.0,0.0
28225.0,Put,8.0,33.0
28525.0,Call,9.0,5.0
28275.0,Call,2.0,0.0
28240.0,Call,0.0,0.0
28280.0,Put,4.0,8.0
28330.0,Call,0.0,0.0
28340.0,Put,13.0,6.0
28580.0,Put,9.0,62.0
28580.0,Call,0.0,0.0
28590.0,Put,10.0,26.0
28680.0,Put,19.0,89.0
28460.0,Put,17.0,39.0
28830.0,Call,4.0,0.0
30160.0,Put,0.0,0.0
29780.0,Call,1.0,77.0
28960.0,Call,10.0,8.0
29060.0,Call,1.0,10.0
28570.0,Call,3.0,0.0
28300.0,Call,6.0,1.0
28650.0,Put,58.0,91.0
28500.0,Call,15.0,4.0
28650.0,Call,11.0,1.0
28500.0,Put,112.0,500.0
28350.0,Put,33.0,20.0
28900.0,Put,152.0,550.0
29750.0,Put,0.0,0.0
28400.0,Call,3.0,0.0
29000.0,Call,87.0,62.0
28475.0,Put,21.0,46.0
28475.0,Call,35.0,35.0
28525.0,Put,18.0,23.0
28575.0,Call,8.0,5.0
28800.0,Put,117.0,401.0
28975.0,Put,20.0,64.0
28350.0,Call,3.0,0.0
28750.0,Call,12.0,4.0
29075.0,Call,32.0,14.0
29750.0,Call,85.0,235.0
29125.0,Call,14.0,89.0
28400.0,Put,122.0,203.0
29600.0,Call,129.0,1548.0
28700.0,Call,26.0,1.0
29050.0,Call,60.0,23.0
29100.0,Call,56.0,114.0
29100.0,Put,122.0,780.0
29300.0,Put,20.0,1007.0
29200.0,Call,163.0,542.0
28760.0,Call,2.0,0.0
28770.0,Put,18.0,38.0
28850.0,Call,64.0,3.0
29040.0,Call,1.0,2.0
29070.0,Put,17.0,93.0
29080.0,Put,5.0,148.0
29070.0,Call,12.0,2.0
29740.0,Call,5.0,47.0
29740.0,Put,0.0,0.0
30020.0,Put,0.0,0.0
30090.0,Call,0.0,0.0
30090.0,Put,0.0,0.0
30170.0,Put,0.0,0.0
30175.0,Call,6.0,17.0
28550.0,Put,22.0,167.0
28300.0,Put,246.0,286.0
28450.0,Put,44.0,55.0
29930.0,Put,0.0,0.0
29990.0,Put,0.0,0.0
29980.0,Call,22.0,4.0
29770.0,Call,8.0,28.0
29730.0,Put,0.0,2.0
28970.0,Put,14.0,17.0
28940.0,Call,5.0,0.0
28270.0,Call,0.0,0.0
28260.0,Call,0.0,0.0
28260.0,Put,8.0,11.0
29575.0,Put,0.0,138.0
29650.0,Put,0.0,18.0
29440.0,Put,0.0,294.0
28900.0,Call,23.0,10.0
28375.0,Call,10.0,1.0
29575.0,Call,4.0,320.0
29600.0,Put,0.0,53.0
29950.0,Put,0.0,0.0
29025.0,Call,13.0,4.0
30100.0,Call,17.0,106.0
30100.0,Put,0.0,0.0
28640.0,Put,3.0,27.0
28125.0,Put,13.0,10.0
28925.0,Put,17.0,43.0
28340.0,Call,0.0,0.0
28360.0,Put,7.0,29.0
28370.0,Put,2.0,5.0
28670.0,Call,0.0,0.0
28750.0,Put,186.0,336.0
28840.0,Put,8.0,87.0
28840.0,Call,11.0,6.0
28960.0,Put,15.0,57.0
28970.0,Call,0.0,0.0
28980.0,Call,15.0,9.0
28990.0,Call,1.0,2.0
29020.0,Call,7.0,6.0
29075.0,Put,5.0,143.0
29080.0,Call,4.0,7.0
29090.0,Put,2.0,87.0
29510.0,Call,16.0,277.0
29630.0,Call,1.0,170.0
29640.0,Call,2.0,132.0
29675.0,Call,0.0,109.0
29690.0,Put,0.0,10.0
29720.0,Put,0.0,2.0
29775.0,Call,4.0,17.0
29880.0,Call,5.0,14.0
29910.0,Put,0.0,0.0
30240.0,Call,0.0,0.0
30240.0,Put,0.0,0.0
30260.0,Put,0.0,0.0
30230.0,Call,0.0,0.0
30260.0,Call,0.0,17.0
30270.0,Call,0.0,3.0
30270.0,Put,0.0,0.0
30275.0,Put,0.0,0.0
31000.0,Call,0.0,3.0
28725.0,Call,20.0,0.0
28675.0,Put,20.0,66.0
29000.0,Put,180.0,1401.0
28675.0,Call,11.0,2.0
29900.0,Put,0.0,0.0
29900.0,Call,66.0,35.0
28800.0,Call,31.0,3.0
28600.0,Call,8.0,4.0
28600.0,Put,102.0,304.0
28700.0,Put,125.0,350.0
29680.0,Call,4.0,149.0
29490.0,Put,0.0,143.0
29430.0,Put,3.0,340.0
29410.0,Call,12.0,209.0
29410.0,Put,2.0,310.0
29390.0,Put,11.0,257.0
29330.0,Put,0.0,109.0
29300.0,Call,279.0,1187.0
29240.0,Call,11.0,88.0
29220.0,Put,3.0,95.0
29210.0,Call,12.0,34.0
29180.0,Put,8.0,73.0
29170.0,Call,14.0,162.0
29160.0,Call,36.0,55.0
29160.0,Put,32.0,139.0
29140.0,Call,19.0,35.0
29090.0,Call,16.0,11.0
28325.0,Put,42.0,25.0
28290.0,Call,0.0,0.0
28225.0,Call,2.0,0.0
28175.0,Call,9.0,0.0
28170.0,Put,8.0,0.0
28160.0,Put,16.0,11.0
28140.0,Call,0.0,0.0
