Strike,Type,OI,Volume,GEX,Vanna,DEX,Charm,IV
4240.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.270497782193329
4215.0,Call,39.0,2.0,-1267778.4139619884,-2413.2139339012338,-1117556.212644173,-1603385.3511606262,0.323325566042683
4015.0,Call,1.0,0.0,-25223.437823585515,56.958502316823434,-395762.13606296584,29530.029152736763,0.2518046572888
3970.0,Put,7.0,3.0,-46088.023167498315,138.87730312161116,24842.183854257764,79781.48815445276,0.279541234064177
3965.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1622710827129982
4040.0,Put,52.0,68.0,-2688643.1182396165,4536.391330823884,1933282.790643302,2307577.2470125905,0.247543810169191
4035.0,Call,2.0,1.0,-88386.09047558492,163.58339896049404,-763326.4239223298,81461.51291200143,0.241998076376142
4140.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.250757291248646
4205.0,Call,7.0,1.0,-262297.3257506404,-480.02829181482286,-223333.08516196944,-300369.8536355178,0.304502060412032
4270.0,Call,21.0,17.0,-360218.4357756924,-794.6489523100736,-376428.6787119756,-690902.6177834626,0.423087730195907
4145.0,Call,15.0,15.0,-1582767.6339286403,-1379.0832172383161,-1546392.0457356852,-671173.4122224981,0.236885138721109
4155.0,Call,12.0,8.0,-1074229.869859648,-1139.811910008929,-1016279.3755492481,-585426.5769441415,0.249976396602326
4295.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.339450129995471
4060.0,Call,4.0,4.0,-321035.680279863,402.48191244890063,-1381856.07144318,196595.1336123612,0.23744581558371
3920.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0,0.2192436369364529
3905.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0,0.238370509830358
3960.0,Put,9.0,3.0,-48103.388331719165,149.14727395469066,26417.263803792328,89313.866667304,0.291392026187809
4120.0,Call,53.0,170.0,-6873936.916890683,-1714.3413105289376,-9305897.801357292,-835438.448384203,0.237484812050988
4145.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.254141844910557
4170.0,Call,17.0,18.0,-1179410.2438225655,-1564.361890740593,-1062370.0199250553,-855940.8483245183,0.266278961502883
4285.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.327470929229847
4290.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.333497201791593
4095.0,Call,42.0,48.0,-5334151.124734026,2016.5352534574704,-10726006.484619005,975891.4745219562,0.23512446900836
4090.0,Call,26.0,29.0,-3182632.471053736,1603.0902109157662,-7034292.288945887,776737.8991343046,0.235469097787662
4170.0,Put,2.0,1.0,-138760.77720697888,-172.10801247619705,683234.1177967796,-100912.7294539977,0.285035121379977
4160.0,Call,28.0,5.0,-2304402.6770678875,-2648.09122612247,-2151963.9611124834,-1394921.6454597237,0.256368779775967
3955.0,Call,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1748338598268129
4305.0,Put,1.0,0.0,-3831.7824020587586,-12.332755703337712,408486.1452595166,-8955.281035510354,0.351118236402689
4005.0,Put,10.0,13.0,-184014.86531070128,453.2641643066176,105737.86977493251,237944.33921549006,0.255450598454824
4045.0,Put,80.0,81.0,-4654125.6882426785,7358.129387147662,3447550.165995019,3707022.74674447,0.245171311691678
4010.0,Put,13.0,11.0,-277848.02791474515,658.8269413559982,162309.48679140373,341971.6676919676,0.252582645119603
4020.0,Call,2.0,2.0,-59060.41933898962,126.7198360794052,-785162.7571476562,65451.496103698504,0.250909559035048
4020.0,Put,21.0,28.0,-638093.4709092884,1347.573968058121,408117.208098603,705837.3546120081,0.254884202001256
4015.0,Put,18.0,15.0,-460179.6006822244,1032.6130797797036,280507.58812274475,537696.8621034782,0.253388797531551
4030.0,Put,45.0,39.0,-1804323.3693748706,3429.66369686591,1221671.6865720788,1771949.232106438,0.251418510286444
4030.0,Call,6.0,1.0,-230916.24946183187,452.89918048633007,-2317346.657826113,227172.1273584671,0.243726475685697
4140.0,Call,20.0,17.0,-2240273.066201887,-1671.9909943131124,-2326929.139759464,-814793.341940927,0.237213772930074
4155.0,Put,0.0,2.0,-0.0,-0.0,0.0,-0.0,0.264320886871425
4265.0,Call,3.0,0.0,-54108.878092407904,-118.1551103825066,-55752.93247729213,-100584.24995974381,0.414254220365205
4130.0,Put,7.0,2.0,-846341.4906132572,-413.98445255637614,1855117.4922586284,-205979.84498180004,0.241802648526412
4290.0,Call,10.0,6.0,-141996.48657247695,-324.97839405808435,-156560.9118225044,-305825.0017984134,0.457936698615404
4120.0,Put,2.0,1.0,-266723.2596694807,-68.35069738375716,472632.5684260838,-32473.051786337805,0.23071184776298
4160.0,Put,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.269563495507539
