Strike,Type,OI,Volume
4325.0,Put,17.0,2.0
4505.0,Put,17.0,29.0
4465.0,Put,10.0,18.0
4345.0,Put,3.0,0.0
4530.0,Put,9.0,17.0
4580.0,Call,7.0,11.0
4520.0,Put,28.0,38.0
4675.0,Put,2.0,0.0
4375.0,Call,0.0,0.0
4325.0,Call,0.0,0.0
4385.0,Put,4.0,3.0
4355.0,Call,0.0,0.0
4645.0,Put,0.0,0.0
4645.0,Call,6.0,4.0
4580.0,Put,24.0,0.0
4265.0,Put,1.0,1.0
4560.0,Put,26.0,68.0
4565.0,Call,15.0,24.0
4335.0,Call,0.0,0.0
4395.0,Put,6.0,6.0
4640.0,Call,15.0,47.0
4260.0,Call,0.0,0.0
4290.0,Put,0.0,0.0
4350.0,Put,113.0,14.0
4700.0,Call,17.0,11.0
4350.0,Call,0.0,0.0
4600.0,Call,396.0,140.0
4300.0,Put,35.0,17.0
4600.0,Put,54.0,36.0
4475.0,Put,156.0,447.0
4550.0,Call,87.0,116.0
4500.0,Put,137.0,146.0
4575.0,Put,60.0,44.0
4500.0,Call,84.0,105.0
4550.0,Put,153.0,123.0
4675.0,Call,30.0,4.0
4650.0,Call,19.0,15.0
4625.0,Call,29.0,29.0
4575.0,Call,103.0,27.0
4400.0,Put,82.0,82.0
4275.0,Call,0.0,0.0
4455.0,Put,85.0,84.0
4595.0,Call,23.0,5.0
4585.0,Put,1.0,0.0
4330.0,Call,0.0,0.0
4380.0,Call,0.0,0.0
4380.0,Put,31.0,23.0
4370.0,Call,0.0,0.0
4370.0,Put,1.0,1.0
4275.0,Put,0.0,0.0
4280.0,Put,1.0,1.0
4305.0,Put,4.0,4.0
4485.0,Call,1.0,1.0
4485.0,Put,15.0,21.0
4535.0,Put,2.0,0.0
4590.0,Put,1.0,0.0
4305.0,Call,0.0,0.0
4310.0,Put,0.0,0.0
4320.0,Call,0.0,0.0
4430.0,Put,8.0,7.0
4420.0,Call,0.0,0.0
4430.0,Call,0.0,0.0
4420.0,Put,35.0,44.0
4545.0,Put,22.0,1.0
4540.0,Put,6.0,2.0
4595.0,Put,0.0,0.0
4585.0,Call,36.0,39.0
4590.0,Call,24.0,14.0
4630.0,Put,0.0,0.0
4605.0,Put,8.0,8.0
4615.0,Call,12.0,18.0
4610.0,Call,3.0,2.0
4450.0,Put,102.0,112.0
4400.0,Call,0.0,0.0
4285.0,Call,0.0,0.0
4280.0,Call,0.0,0.0
4265.0,Call,0.0,0.0
4270.0,Put,1.0,2.0
4330.0,Put,1.0,0.0
