Strike,Type,OI,Volume
4560.0,Put,15.0,144.0
4660.0,Put,5.0,2.0
4495.0,Call,0.0,2.0
4345.0,Put,1.0,0.0
4570.0,Call,76.0,132.0
4670.0,Call,6.0,0.0
4735.0,Put,0.0,0.0
4765.0,Put,0.0,0.0
4375.0,Call,0.0,0.0
4635.0,Call,108.0,6.0
4660.0,Call,36.0,5.0
4685.0,Put,27.0,0.0
4580.0,Put,13.0,18.0
4565.0,Call,63.0,131.0
4770.0,Put,0.0,0.0
4755.0,Put,0.0,0.0
4725.0,Call,12.0,0.0
4730.0,Put,0.0,0.0
4720.0,Put,1.0,0.0
4485.0,Put,8.0,8.0
4730.0,Call,40.0,0.0
4505.0,Call,0.0,0.0
4390.0,Put,0.0,2.0
4355.0,Put,0.0,2.0
4355.0,Call,0.0,0.0
4405.0,Call,0.0,0.0
4430.0,Call,0.0,0.0
4400.0,Put,163.0,55.0
4600.0,Put,77.0,20.0
4490.0,Call,0.0,0.0
4565.0,Put,8.0,23.0
4710.0,Call,12.0,1.0
4510.0,Put,83.0,35.0
4445.0,Call,0.0,0.0
4480.0,Call,0.0,0.0
4365.0,Call,0.0,0.0
4705.0,Call,30.0,1.0
4745.0,Call,0.0,0.0
4775.0,Call,57.0,1.0
4550.0,Put,88.0,236.0
4450.0,Call,4.0,5.0
4675.0,Call,16.0,7.0
4700.0,Put,14.0,0.0
4750.0,Put,4.0,0.0
4775.0,Put,1.0,0.0
4475.0,Put,53.0,12.0
4525.0,Put,14.0,109.0
4575.0,Put,159.0,25.0
4375.0,Put,5.0,2.0
4460.0,Call,0.0,0.0
4460.0,Put,47.0,15.0
4420.0,Put,21.0,12.0
4545.0,Call,5.0,51.0
4555.0,Put,4.0,13.0
4555.0,Call,102.0,67.0
4475.0,Call,1.0,0.0
4540.0,Call,13.0,57.0
4455.0,Call,3.0,2.0
4790.0,Put,0.0,0.0
4785.0,Call,5.0,0.0
4360.0,Put,20.0,22.0
4365.0,Put,17.0,3.0
4380.0,Put,1.0,3.0
4370.0,Call,0.0,0.0
4380.0,Call,0.0,0.0
4430.0,Put,12.0,8.0
4415.0,Put,1.0,0.0
4580.0,Call,35.0,65.0
4745.0,Put,0.0,0.0
4545.0,Put,2.0,99.0
4610.0,Call,12.0,17.0
4370.0,Put,0.0,1.0
4510.0,Call,0.0,4.0
4515.0,Put,0.0,34.0
4495.0,Put,1.0,48.0
4725.0,Put,3.0,0.0
4550.0,Call,6.0,226.0
4760.0,Call,0.0,0.0
4420.0,Call,0.0,0.0
4585.0,Put,1.0,14.0
4415.0,Call,0.0,0.0
4625.0,Call,35.0,40.0
4720.0,Call,14.0,0.0
4755.0,Call,2.0,0.0
4645.0,Call,11.0,0.0
4540.0,Put,9.0,58.0
4440.0,Put,15.0,34.0
4520.0,Call,3.0,90.0
4450.0,Put,34.0,38.0
4700.0,Call,86.0,24.0
4385.0,Call,0.0,0.0
4400.0,Call,0.0,0.0
4750.0,Call,58.0,0.0
4690.0,Put,2.0,1.0
4665.0,Put,5.0,0.0
4655.0,Put,22.0,4.0
4655.0,Call,22.0,21.0
4360.0,Call,0.0,0.0
4470.0,Put,20.0,20.0
4465.0,Put,1.0,58.0
4630.0,Put,10.0,1.0
4615.0,Call,19.0,22.0
4500.0,Call,1.0,17.0
4535.0,Put,57.0,19.0
4530.0,Call,3.0,8.0
4635.0,Put,25.0,6.0
4575.0,Call,12.0,249.0
4500.0,Put,439.0,513.0
4605.0,Put,4.0,1.0
4610.0,Put,14.0,10.0
4595.0,Call,9.0,34.0
4465.0,Call,0.0,0.0
4350.0,Put,46.0,16.0
4605.0,Call,46.0,27.0
4640.0,Call,58.0,60.0
4640.0,Put,45.0,2.0
4645.0,Put,4.0,0.0
4560.0,Call,13.0,108.0
4480.0,Put,11.0,62.0
4435.0,Call,0.0,0.0
4405.0,Put,10.0,3.0
4455.0,Put,3.0,13.0
4425.0,Call,0.0,0.0
4780.0,Call,5.0,0.0
4770.0,Call,4.0,0.0
4785.0,Put,0.0,0.0
4780.0,Put,2.0,1.0
4410.0,Put,1.0,0.0
4410.0,Call,0.0,0.0
4435.0,Put,2.0,1.0
4520.0,Put,2.0,30.0
4595.0,Put,1.0,0.0
4570.0,Put,4.0,46.0
4670.0,Put,8.0,5.0
4390.0,Call,0.0,0.0
4790.0,Call,2.0,0.0
4795.0,Put,0.0,0.0
4515.0,Call,1.0,9.0
4505.0,Put,2.0,11.0
4795.0,Call,12.0,0.0
4715.0,Call,7.0,0.0
4760.0,Put,1.0,0.0
4345.0,Call,0.0,0.0
4445.0,Put,2.0,4.0
4485.0,Call,0.0,0.0
4395.0,Call,0.0,0.0
4765.0,Call,9.0,0.0
4615.0,Put,18.0,1.0
4665.0,Call,7.0,6.0
4385.0,Put,2.0,0.0
4715.0,Put,0.0,0.0
4680.0,Call,32.0,3.0
4710.0,Put,4.0,0.0
4440.0,Call,0.0,0.0
4490.0,Put,22.0,23.0
4470.0,Call,0.0,0.0
4350.0,Call,0.0,0.0
4675.0,Put,6.0,0.0
4525.0,Call,0.0,6.0
4690.0,Call,31.0,0.0
4685.0,Call,34.0,6.0
4695.0,Call,27.0,0.0
4695.0,Put,0.0,0.0
4705.0,Put,0.0,0.0
4735.0,Call,2.0,2.0
4740.0,Put,0.0,0.0
4740.0,Call,4.0,0.0
4425.0,Put,71.0,6.0
4535.0,Call,1.0,10.0
4530.0,Put,5.0,32.0
4395.0,Put,3.0,3.0
4625.0,Put,57.0,6.0
4680.0,Put,2.0,0.0
4620.0,Put,10.0,10.0
4620.0,Call,26.0,103.0
